經度緯度,經度,緯度,經度緯度
22.901122.3742,22.901,122.3742,22.901122.3742
22.8589122.4155,22.8589,122.4155,22.8589122.4155
22.8645122.3941,22.8645,122.3941,22.8645122.3941
22.893122.342,22.893,122.342,22.893122.342
24.1535122.2596,24.1535,122.2596,24.1535122.2596
22.9373122.4507,22.9373,122.4507,22.9373122.4507
22.9144122.4758,22.9144,122.4758,22.9144122.4758
22.9256122.4556,22.9256,122.4556,22.9256122.4556
22.9598122.4091,22.9598,122.4091,22.9598122.4091
22.9128122.3363,22.9128,122.3363,22.9128122.3363
22.9134122.3532,22.9134,122.3532,22.9134122.3532
22.9107122.3673,22.9107,122.3673,22.9107122.3673
22.9097122.3237,22.9097,122.3237,22.9097122.3237
22.9127122.3451,22.9127,122.3451,22.9127122.3451
22.901122.3421,22.901,122.3421,22.901122.3421
22.8976122.3583,22.8976,122.3583,22.8976122.3583
22.8955122.4405,22.8955,122.4405,22.8955122.4405
22.8965122.3671,22.8965,122.3671,22.8965122.3671
24.1777122.2167,24.1777,122.2167,24.1777122.2167
22.8811122.4648,22.8811,122.4648,22.8811122.4648
22.8817122.3997,22.8817,122.3997,22.8817122.3997
22.8794122.4308,22.8794,122.4308,22.8794122.4308
22.8712122.4807,22.8712,122.4807,22.8712122.4807
22.878122.417,22.878,122.417,22.878122.417
22.8605122.4877,22.8605,122.4877,22.8605122.4877
22.8817122.4524,22.8817,122.4524,22.8817122.4524
22.8948122.5653,22.8948,122.5653,22.8948122.5653
22.9292122.5067,22.9292,122.5067,22.9292122.5067
22.8927122.3927,22.8927,122.3927,22.8927122.3927
22.9175122.3728,22.9175,122.3728,22.9175122.3728
22.8786122.4728,22.8786,122.4728,22.8786122.4728
22.8707122.5004,22.8707,122.5004,22.8707122.5004
22.8976122.3689,22.8976,122.3689,22.8976122.3689
22.8912122.4531,22.8912,122.4531,22.8912122.4531
22.8759122.484,22.8759,122.484,22.8759122.484
22.857122.4284,22.857,122.4284,22.857122.4284
22.9162122.3636,22.9162,122.3636,22.9162122.3636
24.5818653106689122.624656677246,24.5818653106689,122.624656677246,24.5818653106689122.624656677246
24.5617809295654122.69367980957,24.5617809295654,122.69367980957,24.5617809295654122.69367980957
24.181122.2958,24.181,122.2958,24.181122.2958
24.2259122.4072,24.2259,122.4072,24.2259122.4072
24.1613122.2703,24.1613,122.2703,24.1613122.2703
22.9105122.3065,22.9105,122.3065,22.9105122.3065
22.8999122.3389,22.8999,122.3389,22.8999122.3389
22.9078122.3544,22.9078,122.3544,22.9078122.3544
24.3164122.6262,24.3164,122.6262,24.3164122.6262
24.1587122.2937,24.1587,122.2937,24.1587122.2937
24.1461122.2948,24.1461,122.2948,24.1461122.2948
24.1891122.4963,24.1891,122.4963,24.1891122.4963
24.1665122.374,24.1665,122.374,24.1665122.374
24.1837122.4209,24.1837,122.4209,24.1837122.4209
24.2122122.4674,24.2122,122.4674,24.2122122.4674
24.1565122.2758,24.1565,122.2758,24.1565122.2758
24.1789122.2848,24.1789,122.2848,24.1789122.2848
22.9679122.2609,22.9679,122.2609,22.9679122.2609
24.1048122.2551,24.1048,122.2551,24.1048122.2551
22.9521122.3852,22.9521,122.3852,22.9521122.3852
22.9581122.3447,22.9581,122.3447,22.9581122.3447
22.9547122.3589,22.9547,122.3589,22.9547122.3589
22.9318122.3314,22.9318,122.3314,22.9318122.3314
22.89122.4286,22.89,122.4286,22.89122.4286
23.6946121.7495,23.6946,121.7495,23.6946121.7495
23.6982121.8321,23.6982,121.8321,23.6982121.8321
22.9385122.3605,22.9385,122.3605,22.9385122.3605
22.896122.4447,22.896,122.4447,22.896122.4447
22.903122.4081,22.903,122.4081,22.903122.4081
24.2009122.4016,24.2009,122.4016,24.2009122.4016
24.2034122.4566,24.2034,122.4566,24.2034122.4566
24.151122.2503,24.151,122.2503,24.151122.2503
23.6777121.7625,23.6777,121.7625,23.6777121.7625
23.6868121.7713,23.6868,121.7713,23.6868121.7713
23.6798121.7639,23.6798,121.7639,23.6798121.7639
23.6972121.7619,23.6972,121.7619,23.6972121.7619
23.5922121.671,23.5922,121.671,23.5922121.671
23.5765121.6627,23.5765,121.6627,23.5765121.6627
23.6258121.7928,23.6258,121.7928,23.6258121.7928
23.6377121.7779,23.6377,121.7779,23.6377121.7779
23.6344121.7676,23.6344,121.7676,23.6344121.7676
23.6498121.7789,23.6498,121.7789,23.6498121.7789
24.1321122.2879,24.1321,122.2879,24.1321122.2879
23.5666121.6366,23.5666,121.6366,23.5666121.6366
23.6943121.7587,23.6943,121.7587,23.6943121.7587
23.7038121.7526,23.7038,121.7526,23.7038121.7526
23.6426121.7967,23.6426,121.7967,23.6426121.7967
23.6279121.8078,23.6279,121.8078,23.6279121.8078
22.9686122.3443,22.9686,122.3443,22.9686122.3443
22.95122.3696,22.95,122.3696,22.95122.3696
23.5988121.6546,23.5988,121.6546,23.5988121.6546
23.605121.6528,23.605,121.6528,23.605121.6528
23.603121.6677,23.603,121.6677,23.603121.6677
23.6147121.6668,23.6147,121.6668,23.6147121.6668
23.6029121.6741,23.6029,121.6741,23.6029121.6741
22.8822122.6082,22.8822,122.6082,22.8822122.6082
22.9361122.4935,22.9361,122.4935,22.9361122.4935
23.6352121.8137,23.6352,121.8137,23.6352121.8137
23.6392121.813,23.6392,121.813,23.6392121.813
23.6730632781982121.907691955566,23.6730632781982,121.907691955566,23.6730632781982121.907691955566
23.6432121.8058,23.6432,121.8058,23.6432121.8058
23.6271121.813,23.6271,121.813,23.6271121.813
23.6553121.8124,23.6553,121.8124,23.6553121.8124
23.6712121.7873,23.6712,121.7873,23.6712121.7873
23.6755275726318121.698600769043,23.6755275726318,121.698600769043,23.6755275726318121.698600769043
23.6347121.6715,23.6347,121.6715,23.6347121.6715
23.6262121.6764,23.6262,121.6764,23.6262121.6764
23.5964121.6418,23.5964,121.6418,23.5964121.6418
23.5779121.641,23.5779,121.641,23.5779121.641
23.6083121.6708,23.6083,121.6708,23.6083121.6708
23.5954121.6712,23.5954,121.6712,23.5954121.6712
22.9066122.5647,22.9066,122.5647,22.9066122.5647
22.927122.5269,22.927,122.5269,22.927122.5269
22.8982122.5782,22.8982,122.5782,22.8982122.5782
22.9327122.5463,22.9327,122.5463,22.9327122.5463
22.9087122.5326,22.9087,122.5326,22.9087122.5326
23.589121.6798,23.589,121.6798,23.589121.6798
23.6106121.685,23.6106,121.685,23.6106121.685
22.965122.6114,22.965,122.6114,22.965122.6114
23.6358121.6902,23.6358,121.6902,23.6358121.6902
22.9859122.465,22.9859,122.465,22.9859122.465
22.9827122.4256,22.9827,122.4256,22.9827122.4256
23.5824121.6789,23.5824,121.6789,23.5824121.6789
23.5521121.6309,23.5521,121.6309,23.5521121.6309
23.5296121.6247,23.5296,121.6247,23.5296121.6247
23.5965121.6677,23.5965,121.6677,23.5965121.6677
23.5627121.6507,23.5627,121.6507,23.5627121.6507
23.5445121.6371,23.5445,121.6371,23.5445121.6371
23.5959121.6817,23.5959,121.6817,23.5959121.6817
22.954122.4852,22.954,122.4852,22.954122.4852
22.9063122.5613,22.9063,122.5613,22.9063122.5613
23.6245121.6802,23.6245,121.6802,23.6245121.6802
23.6018121.6713,23.6018,121.6713,23.6018121.6713
23.6018121.6834,23.6018,121.6834,23.6018121.6834
23.5887121.6987,23.5887,121.6987,23.5887121.6987
23.5635121.6882,23.5635,121.6882,23.5635121.6882
23.6172121.6997,23.6172,121.6997,23.6172121.6997
23.6078121.6972,23.6078,121.6972,23.6078121.6972
22.8974122.5969,22.8974,122.5969,22.8974122.5969
23.5966121.6704,23.5966,121.6704,23.5966121.6704
22.9846122.4927,22.9846,122.4927,22.9846122.4927
23.6143121.6754,23.6143,121.6754,23.6143121.6754
23.6034121.6943,23.6034,121.6943,23.6034121.6943
22.9952122.4668,22.9952,122.4668,22.9952122.4668
24.1681122.3319,24.1681,122.3319,24.1681122.3319
23.5957121.6837,23.5957,121.6837,23.5957121.6837
23.5964121.6711,23.5964,121.6711,23.5964121.6711
23.6068121.6913,23.6068,121.6913,23.6068121.6913
23.5887121.6986,23.5887,121.6986,23.5887121.6986
22.8599122.5848,22.8599,122.5848,22.8599122.5848
22.8694122.5684,22.8694,122.5684,22.8694122.5684
23.6431121.684,23.6431,121.684,23.6431121.684
23.6182121.6799,23.6182,121.6799,23.6182121.6799
23.5967121.688,23.5967,121.688,23.5967121.688
23.6047121.6952,23.6047,121.6952,23.6047121.6952
22.934122.5298,22.934,122.5298,22.934122.5298
23.6059121.6826,23.6059,121.6826,23.6059121.6826
23.5796121.6968,23.5796,121.6968,23.5796121.6968
23.5625121.695,23.5625,121.695,23.5625121.695
23.6155121.6899,23.6155,121.6899,23.6155121.6899
23.5984121.6895,23.5984,121.6895,23.5984121.6895
22.9035122.5859,22.9035,122.5859,22.9035122.5859
22.9055122.5968,22.9055,122.5968,22.9055122.5968
22.916122.512,22.916,122.512,22.916122.512
22.9322122.5361,22.9322,122.5361,22.9322122.5361
22.876122.5824,22.876,122.5824,22.876122.5824
22.9239122.5485,22.9239,122.5485,22.9239122.5485
22.9763122.4576,22.9763,122.4576,22.9763122.4576
22.9575122.4639,22.9575,122.4639,22.9575122.4639
23.6289121.6861,23.6289,121.6861,23.6289121.6861
22.976122.5287,22.976,122.5287,22.976122.5287
22.9862122.5196,22.9862,122.5196,22.9862122.5196
22.9907122.5333,22.9907,122.5333,22.9907122.5333
22.8866122.5775,22.8866,122.5775,22.8866122.5775
22.9421122.5324,22.9421,122.5324,22.9421122.5324
22.982122.46,22.982,122.46,22.982122.46
22.9499122.5116,22.9499,122.5116,22.9499122.5116
23.6145121.6945,23.6145,121.6945,23.6145121.6945
23.5887121.695,23.5887,121.695,23.5887121.695
23.5819121.6841,23.5819,121.6841,23.5819121.6841
23.6509121.6967,23.6509,121.6967,23.6509121.6967
23.6212121.7282,23.6212,121.7282,23.6212121.7282
23.6034121.7084,23.6034,121.7084,23.6034121.7084
22.9844122.4371,22.9844,122.4371,22.9844122.4371
23.5896121.6967,23.5896,121.6967,23.5896121.6967
23.614121.6983,23.614,121.6983,23.614121.6983
23.6112121.7103,23.6112,121.7103,23.6112121.7103
23.5993121.6987,23.5993,121.6987,23.5993121.6987
23.5595121.6982,23.5595,121.6982,23.5595121.6982
23.5483121.7234,23.5483,121.7234,23.5483121.7234
22.8368122.6276,22.8368,122.6276,22.8368122.6276
23.0458121.8719,23.0458,121.8719,23.0458121.8719
23.6046121.7066,23.6046,121.7066,23.6046121.7066
23.5447121.7073,23.5447,121.7073,23.5447121.7073
23.615121.7301,23.615,121.7301,23.615121.7301
22.8934122.5563,22.8934,122.5563,22.8934122.5563
22.8852122.5883,22.8852,122.5883,22.8852122.5883
22.9459122.5754,22.9459,122.5754,22.9459122.5754
22.9593122.4495,22.9593,122.4495,22.9593122.4495
22.897122.5685,22.897,122.5685,22.897122.5685
23.5866121.7134,23.5866,121.7134,23.5866121.7134
23.5759121.7036,23.5759,121.7036,23.5759121.7036
23.5794121.696,23.5794,121.696,23.5794121.696
23.5618121.6887,23.5618,121.6887,23.5618121.6887
23.5938121.7019,23.5938,121.7019,23.5938121.7019
23.6107121.6929,23.6107,121.6929,23.6107121.6929
23.624121.6898,23.624,121.6898,23.624121.6898
23.6495121.6812,23.6495,121.6812,23.6495121.6812
23.6296424865723121.749473571777,23.6296424865723,121.749473571777,23.6296424865723121.749473571777
22.9102122.5228,22.9102,122.5228,22.9102122.5228
22.9594122.5127,22.9594,122.5127,22.9594122.5127
22.8668122.626,22.8668,122.626,22.8668122.626
23.60959815979121.740173339844,23.60959815979,121.740173339844,23.60959815979121.740173339844
23.5843121.7106,23.5843,121.7106,23.5843121.7106
23.5989121.6991,23.5989,121.6991,23.5989121.6991
23.5774121.6968,23.5774,121.6968,23.5774121.6968
23.6106121.7234,23.6106,121.7234,23.6106121.7234
23.5661121.6902,23.5661,121.6902,23.5661121.6902
23.5564121.6904,23.5564,121.6904,23.5564121.6904
23.5953121.7235,23.5953,121.7235,23.5953121.7235
23.5595121.7466,23.5595,121.7466,23.5595121.7466
23.5726121.7478,23.5726,121.7478,23.5726121.7478
22.8834122.6261,22.8834,122.6261,22.8834122.6261
23.5588121.7144,23.5588,121.7144,23.5588121.7144
23.5729121.7225,23.5729,121.7225,23.5729121.7225
22.9324122.5408,22.9324,122.5408,22.9324122.5408
23.5721121.7282,23.5721,121.7282,23.5721121.7282
23.5823121.7276,23.5823,121.7276,23.5823121.7276
23.5943121.7296,23.5943,121.7296,23.5943121.7296
23.6048121.7338,23.6048,121.7338,23.6048121.7338
23.5368121.729,23.5368,121.729,23.5368121.729
23.5687121.7337,23.5687,121.7337,23.5687121.7337
23.5741121.7111,23.5741,121.7111,23.5741121.7111
23.5503121.7565,23.5503,121.7565,23.5503121.7565
23.5849121.778,23.5849,121.778,23.5849121.778
23.6147121.7238,23.6147,121.7238,23.6147121.7238
23.5964121.7606,23.5964,121.7606,23.5964121.7606
23.6425121.7896,23.6425,121.7896,23.6425121.7896
23.6324121.7819,23.6324,121.7819,23.6324121.7819
22.9054122.5856,22.9054,122.5856,22.9054122.5856
24.0626122.5166,24.0626,122.5166,24.0626122.5166
24.0514122.4973,24.0514,122.4973,24.0514122.4973
22.9409122.4828,22.9409,122.4828,22.9409122.4828
23.574121.7409,23.574,121.7409,23.574121.7409
23.6187121.6847,23.6187,121.6847,23.6187121.6847
23.6900253295898121.726493835449,23.6900253295898,121.726493835449,23.6900253295898121.726493835449
23.6299121.6874,23.6299,121.6874,23.6299121.6874
23.5871121.6787,23.5871,121.6787,23.5871121.6787
23.6107121.6769,23.6107,121.6769,23.6107121.6769
23.5853121.6634,23.5853,121.6634,23.5853121.6634
23.6039121.6842,23.6039,121.6842,23.6039121.6842
23.6199121.6963,23.6199,121.6963,23.6199121.6963
23.6278121.7094,23.6278,121.7094,23.6278121.7094
23.598121.7619,23.598,121.7619,23.598121.7619
23.5748121.7659,23.5748,121.7659,23.5748121.7659
22.923122.6054,22.923,122.6054,22.923122.6054
22.9127122.558,22.9127,122.558,22.9127122.558
22.918122.5248,22.918,122.5248,22.918122.5248
23.5447121.6577,23.5447,121.6577,23.5447121.6577
23.5643121.6645,23.5643,121.6645,23.5643121.6645
23.5516121.6896,23.5516,121.6896,23.5516121.6896
22.9052122.5614,22.9052,122.5614,22.9052122.5614
22.8865122.5984,22.8865,122.5984,22.8865122.5984
22.9517122.51,22.9517,122.51,22.9517122.51
23.5189121.6881,23.5189,121.6881,23.5189121.6881
23.569121.7513,23.569,121.7513,23.569121.7513
23.5945121.7756,23.5945,121.7756,23.5945121.7756
22.9878122.5404,22.9878,122.5404,22.9878122.5404
22.9427122.5404,22.9427,122.5404,22.9427122.5404
23.5507121.6997,23.5507,121.6997,23.5507121.6997
23.5388121.6891,23.5388,121.6891,23.5388121.6891
23.5792121.7571,23.5792,121.7571,23.5792121.7571
22.9577122.5022,22.9577,122.5022,22.9577122.5022
22.8991122.5876,22.8991,122.5876,22.8991122.5876
22.8786122.612,22.8786,122.612,22.8786122.612
23.5262121.7373,23.5262,121.7373,23.5262121.7373
23.5484121.7407,23.5484,121.7407,23.5484121.7407
23.5935121.7838,23.5935,121.7838,23.5935121.7838
23.5733121.7597,23.5733,121.7597,23.5733121.7597
22.924122.5983,22.924,122.5983,22.924122.5983
22.9395122.5148,22.9395,122.5148,22.9395122.5148
22.9526122.5551,22.9526,122.5551,22.9526122.5551
22.9278122.5727,22.9278,122.5727,22.9278122.5727
23.5659121.7151,23.5659,121.7151,23.5659121.7151
23.5444121.7248,23.5444,121.7248,23.5444121.7248
22.782122.7143,22.782,122.7143,22.782122.7143
22.8044122.6896,22.8044,122.6896,22.8044122.6896
22.8527122.6348,22.8527,122.6348,22.8527122.6348
22.8234122.6609,22.8234,122.6609,22.8234122.6609
22.8227122.7015,22.8227,122.7015,22.8227122.7015
22.8632122.6619,22.8632,122.6619,22.8632122.6619
22.8314122.6796,22.8314,122.6796,22.8314122.6796
22.8402122.6899,22.8402,122.6899,22.8402122.6899
22.8195122.6838,22.8195,122.6838,22.8195122.6838
22.7568122.6996,22.7568,122.6996,22.7568122.6996
22.8049122.6512,22.8049,122.6512,22.8049122.6512
23.5457121.7384,23.5457,121.7384,23.5457121.7384
23.5649121.7259,23.5649,121.7259,23.5649121.7259
23.538121.7209,23.538,121.7209,23.538121.7209
23.4937121.6791,23.4937,121.6791,23.4937121.6791
23.5533121.7194,23.5533,121.7194,23.5533121.7194
23.5405121.709,23.5405,121.709,23.5405121.709
23.5687121.7612,23.5687,121.7612,23.5687121.7612
23.5324121.7356,23.5324,121.7356,23.5324121.7356
23.5152121.7314,23.5152,121.7314,23.5152121.7314
23.531121.764,23.531,121.764,23.531121.764
23.5595121.7767,23.5595,121.7767,23.5595121.7767
23.5803121.778,23.5803,121.778,23.5803121.778
23.5874121.7633,23.5874,121.7633,23.5874121.7633
23.6431121.8379,23.6431,121.8379,23.6431121.8379
23.615121.8081,23.615,121.8081,23.615121.8081
22.8833122.5864,22.8833,122.5864,22.8833122.5864
22.7958122.6825,22.7958,122.6825,22.7958122.6825
22.8085122.6286,22.8085,122.6286,22.8085122.6286
22.8853122.5754,22.8853,122.5754,22.8853122.5754
22.7813122.6935,22.7813,122.6935,22.7813122.6935
22.8681122.5814,22.8681,122.5814,22.8681122.5814
22.7714122.6922,22.7714,122.6922,22.7714122.6922
22.8602122.6034,22.8602,122.6034,22.8602122.6034
22.7771122.6852,22.7771,122.6852,22.7771122.6852
22.8472122.5858,22.8472,122.5858,22.8472122.5858
22.8221122.579,22.8221,122.579,22.8221122.579
22.8052122.6717,22.8052,122.6717,22.8052122.6717
22.8251122.6078,22.8251,122.6078,22.8251122.6078
22.9039122.5505,22.9039,122.5505,22.9039122.5505
23.4953121.7739,23.4953,121.7739,23.4953121.7739
22.8927122.5634,22.8927,122.5634,22.8927122.5634
22.944122.6329,22.944,122.6329,22.944122.6329
22.9515122.6235,22.9515,122.6235,22.9515122.6235
22.9146122.6413,22.9146,122.6413,22.9146122.6413
22.978122.5559,22.978,122.5559,22.978122.5559
22.8993122.6074,22.8993,122.6074,22.8993122.6074
22.9295122.6306,22.9295,122.6306,22.9295122.6306
22.9436122.5546,22.9436,122.5546,22.9436122.5546
22.9398122.5827,22.9398,122.5827,22.9398122.5827
22.9997122.4602,22.9997,122.4602,22.9997122.4602
22.9878122.4704,22.9878,122.4704,22.9878122.4704
22.9929122.5241,22.9929,122.5241,22.9929122.5241
22.9585122.4137,22.9585,122.4137,22.9585122.4137
22.933122.5606,22.933,122.5606,22.933122.5606
22.9309122.5927,22.9309,122.5927,22.9309122.5927
22.9458122.5728,22.9458,122.5728,22.9458122.5728
22.9012122.5896,22.9012,122.5896,22.9012122.5896
22.919122.6204,22.919,122.6204,22.919122.6204
22.9111122.6564,22.9111,122.6564,22.9111122.6564
22.9169122.5769,22.9169,122.5769,22.9169122.5769
22.9376122.5591,22.9376,122.5591,22.9376122.5591
22.8819122.6337,22.8819,122.6337,22.8819122.6337
22.9351122.5009,22.9351,122.5009,22.9351122.5009
22.9145122.5895,22.9145,122.5895,22.9145122.5895
22.9542122.5657,22.9542,122.5657,22.9542122.5657
22.9441122.5673,22.9441,122.5673,22.9441122.5673
22.938122.5794,22.938,122.5794,22.938122.5794
22.9172122.5812,22.9172,122.5812,22.9172122.5812
22.9427122.5526,22.9427,122.5526,22.9427122.5526
22.9286122.5911,22.9286,122.5911,22.9286122.5911
22.8997122.5633,22.8997,122.5633,22.8997122.5633
22.9368122.5694,22.9368,122.5694,22.9368122.5694
22.9495122.5561,22.9495,122.5561,22.9495122.5561
22.9676122.5539,22.9676,122.5539,22.9676122.5539
22.9151122.5764,22.9151,122.5764,22.9151122.5764
22.9297122.5962,22.9297,122.5962,22.9297122.5962
22.9058122.6588,22.9058,122.6588,22.9058122.6588
22.9238122.6638,22.9238,122.6638,22.9238122.6638
22.8897122.619,22.8897,122.619,22.8897122.619
22.9131122.5915,22.9131,122.5915,22.9131122.5915
22.909122.5813,22.909,122.5813,22.909122.5813
22.8775122.6283,22.8775,122.6283,22.8775122.6283
22.8834122.5809,22.8834,122.5809,22.8834122.5809
22.8679122.6442,22.8679,122.6442,22.8679122.6442
22.8905122.6104,22.8905,122.6104,22.8905122.6104
22.9119122.5527,22.9119,122.5527,22.9119122.5527
22.9042122.5926,22.9042,122.5926,22.9042122.5926
22.9392122.5634,22.9392,122.5634,22.9392122.5634
22.9228122.5844,22.9228,122.5844,22.9228122.5844
22.931122.5874,22.931,122.5874,22.931122.5874
22.9173122.6126,22.9173,122.6126,22.9173122.6126
22.8952122.6216,22.8952,122.6216,22.8952122.6216
22.899122.6658,22.899,122.6658,22.899122.6658
22.9147122.6754,22.9147,122.6754,22.9147122.6754
22.8785122.6471,22.8785,122.6471,22.8785122.6471
22.9199122.6021,22.9199,122.6021,22.9199122.6021
22.9581122.5267,22.9581,122.5267,22.9581122.5267
22.9255122.5989,22.9255,122.5989,22.9255122.5989
22.8705122.6067,22.8705,122.6067,22.8705122.6067
22.9688122.5809,22.9688,122.5809,22.9688122.5809
23.5257121.7732,23.5257,121.7732,23.5257121.7732
23.4832121.8003,23.4832,121.8003,23.4832121.8003
23.5086121.7664,23.5086,121.7664,23.5086121.7664
23.5912121.7666,23.5912,121.7666,23.5912121.7666
22.9106122.6137,22.9106,122.6137,22.9106122.6137
22.8933122.6339,22.8933,122.6339,22.8933122.6339
22.895122.6236,22.895,122.6236,22.895122.6236
22.9065122.631,22.9065,122.631,22.9065122.631
22.8799122.6355,22.8799,122.6355,22.8799122.6355
22.8997122.6076,22.8997,122.6076,22.8997122.6076
22.9141122.597,22.9141,122.597,22.9141122.597
22.9061122.5767,22.9061,122.5767,22.9061122.5767
22.8947122.5931,22.8947,122.5931,22.8947122.5931
22.8898122.5785,22.8898,122.5785,22.8898122.5785
22.8866122.6077,22.8866,122.6077,22.8866122.6077
22.9608122.5824,22.9608,122.5824,22.9608122.5824
22.9027122.5773,22.9027,122.5773,22.9027122.5773
22.8926122.6186,22.8926,122.6186,22.8926122.6186
22.8836122.6333,22.8836,122.6333,22.8836122.6333
22.9072122.5597,22.9072,122.5597,22.9072122.5597
22.909122.5699,22.909,122.5699,22.909122.5699
22.8974122.6038,22.8974,122.6038,22.8974122.6038
22.8682122.6384,22.8682,122.6384,22.8682122.6384
22.8547122.6599,22.8547,122.6599,22.8547122.6599
22.8836122.635,22.8836,122.635,22.8836122.635
22.9033122.617,22.9033,122.617,22.9033122.617
22.9058122.6006,22.9058,122.6006,22.9058122.6006
22.919122.6437,22.919,122.6437,22.919122.6437
22.9234122.6135,22.9234,122.6135,22.9234122.6135
22.9018122.6093,22.9018,122.6093,22.9018122.6093
22.9218122.6188,22.9218,122.6188,22.9218122.6188
22.8926122.6313,22.8926,122.6313,22.8926122.6313
22.8874122.6472,22.8874,122.6472,22.8874122.6472
22.8986122.65,22.8986,122.65,22.8986122.65
22.9107122.5923,22.9107,122.5923,22.9107122.5923
22.8846122.6294,22.8846,122.6294,22.8846122.6294
22.927122.5712,22.927,122.5712,22.927122.5712
22.9206122.5977,22.9206,122.5977,22.9206122.5977
22.8887122.6145,22.8887,122.6145,22.8887122.6145
22.8914122.5993,22.8914,122.5993,22.8914122.5993
22.9396122.5632,22.9396,122.5632,22.9396122.5632
22.9473122.5685,22.9473,122.5685,22.9473122.5685
22.9223122.6101,22.9223,122.6101,22.9223122.6101
22.9015122.6155,22.9015,122.6155,22.9015122.6155
22.8884122.6406,22.8884,122.6406,22.8884122.6406
22.8785122.6654,22.8785,122.6654,22.8785122.6654
22.9243122.586,22.9243,122.586,22.9243122.586
22.8995122.6146,22.8995,122.6146,22.8995122.6146
22.9172122.6322,22.9172,122.6322,22.9172122.6322
22.9017122.5823,22.9017,122.5823,22.9017122.5823
22.892122.6192,22.892,122.6192,22.892122.6192
22.9017122.6148,22.9017,122.6148,22.9017122.6148
22.8849122.609,22.8849,122.609,22.8849122.609
22.8886122.595,22.8886,122.595,22.8886122.595
22.8598122.6374,22.8598,122.6374,22.8598122.6374
22.8724122.6326,22.8724,122.6326,22.8724122.6326
22.9068122.6804,22.9068,122.6804,22.9068122.6804
22.928122.5786,22.928,122.5786,22.928122.5786
22.9109122.5627,22.9109,122.5627,22.9109122.5627
22.8908122.6047,22.8908,122.6047,22.8908122.6047
22.8873122.6251,22.8873,122.6251,22.8873122.6251
22.911122.602,22.911,122.602,22.911122.602
22.9563122.5129,22.9563,122.5129,22.9563122.5129
22.979122.6502,22.979,122.6502,22.979122.6502
22.9284122.6311,22.9284,122.6311,22.9284122.6311
22.8747122.6243,22.8747,122.6243,22.8747122.6243
22.8719122.6052,22.8719,122.6052,22.8719122.6052
22.8904122.6081,22.8904,122.6081,22.8904122.6081
22.9006122.5893,22.9006,122.5893,22.9006122.5893
22.8887122.6492,22.8887,122.6492,22.8887122.6492
22.886122.6651,22.886,122.6651,22.886122.6651
22.9255122.5844,22.9255,122.5844,22.9255122.5844
22.9388122.5418,22.9388,122.5418,22.9388122.5418
22.9283122.5736,22.9283,122.5736,22.9283122.5736
22.9333122.5899,22.9333,122.5899,22.9333122.5899
22.9031122.5701,22.9031,122.5701,22.9031122.5701
22.8971122.5985,22.8971,122.5985,22.8971122.5985
22.9035122.5904,22.9035,122.5904,22.9035122.5904
22.9315122.6115,22.9315,122.6115,22.9315122.6115
22.9003122.6427,22.9003,122.6427,22.9003122.6427
22.9394122.5563,22.9394,122.5563,22.9394122.5563
22.9349122.5747,22.9349,122.5747,22.9349122.5747
22.9865122.5848,22.9865,122.5848,22.9865122.5848
22.9211122.5927,22.9211,122.5927,22.9211122.5927
22.8944122.6497,22.8944,122.6497,22.8944122.6497
22.9258122.6416,22.9258,122.6416,22.9258122.6416
22.9451122.621,22.9451,122.621,22.9451122.621
22.9172122.6654,22.9172,122.6654,22.9172122.6654
22.9276122.6055,22.9276,122.6055,22.9276122.6055
22.9426122.5958,22.9426,122.5958,22.9426122.5958
22.9644122.5776,22.9644,122.5776,22.9644122.5776
22.9702122.5664,22.9702,122.5664,22.9702122.5664
22.9592122.548,22.9592,122.548,22.9592122.548
22.9381122.5546,22.9381,122.5546,22.9381122.5546
22.9174122.5848,22.9174,122.5848,22.9174122.5848
22.9112122.601,22.9112,122.601,22.9112122.601
22.9511122.571,22.9511,122.571,22.9511122.571
22.9359122.6334,22.9359,122.6334,22.9359122.6334
22.8742122.7087,22.8742,122.7087,22.8742122.7087
22.9274122.6861,22.9274,122.6861,22.9274122.6861
22.9581122.5993,22.9581,122.5993,22.9581122.5993
22.9204122.5541,22.9204,122.5541,22.9204122.5541
22.8901122.5888,22.8901,122.5888,22.8901122.5888
22.871122.6317,22.871,122.6317,22.871122.6317
23.0101122.4755,23.0101,122.4755,23.0101122.4755
22.8958122.5755,22.8958,122.5755,22.8958122.5755
22.9089122.5495,22.9089,122.5495,22.9089122.5495
22.8927122.5069,22.8927,122.5069,22.8927122.5069
22.913122.6709,22.913,122.6709,22.913122.6709
22.926122.5956,22.926,122.5956,22.926122.5956
22.8906122.6134,22.8906,122.6134,22.8906122.6134
22.884122.6523,22.884,122.6523,22.884122.6523
22.8873122.6716,22.8873,122.6716,22.8873122.6716
22.9437122.5146,22.9437,122.5146,22.9437122.5146
22.9277122.5443,22.9277,122.5443,22.9277122.5443
22.9464122.5213,22.9464,122.5213,22.9464122.5213
22.927122.5501,22.927,122.5501,22.927122.5501
22.9491122.4765,22.9491,122.4765,22.9491122.4765
22.9407122.4944,22.9407,122.4944,22.9407122.4944
22.9186122.5325,22.9186,122.5325,22.9186122.5325
22.9522122.4944,22.9522,122.4944,22.9522122.4944
22.9342122.5177,22.9342,122.5177,22.9342122.5177
22.9376122.4876,22.9376,122.4876,22.9376122.4876
